Sekolah_KabKota_Provinsi,Sekolah,lat,lng
SMAS KOSGORO,SMAS KOSGORO,-6.75,107.5
SMA AL WAFI IBS,SMA AL WAFI IBS,-6.75,107.5
SMA IBNU HAJAR BOARDING SCHOOL,SMA IBNU HAJAR BOARDING SCHOOL,-6.75,107.5
SMAS ISTIQAMAH,SMAS ISTIQAMAH,-6.75,107.5
SMAS KORNITA,SMAS KORNITA,-6.75,107.5
SMAIT INSANTAMA PLUS,SMAIT INSANTAMA PLUS,-6.75,107.5
SMAS IT AL BINA,SMAS IT AL BINA,-6.75,107.5
SMA IT DARUL QUR AN,SMA IT DARUL QUR AN,-6.75,107.5
SMA TERPADU BAITURRAHMAN,SMA TERPADU BAITURRAHMAN,-6.75,107.5
SMA STRADA BHAKTI WIYATA,SMA STRADA BHAKTI WIYATA,-6.75,107.5
SMAS KALAM KUDUS,SMAS KALAM KUDUS,-6.75,107.5
SMAS NURUL HIKMAH,SMAS NURUL HIKMAH,-6.75,107.5
SMAS PENABUR,SMAS PENABUR,-6.75,107.5
SMAS LAZUARDI GIS,SMAS LAZUARDI GIS,-6.75,107.5
SMAS AL KAHFI,SMAS AL KAHFI,-6.75,107.5
SMA NEGERI 1 PATI,SMA NEGERI 1 PATI,-6.7559000000000005,111.038
SMA NEGERI 3 PATI,SMA NEGERI 3 PATI,-6.7559000000000005,111.038
SMA NEGERI 2 PATI,SMA NEGERI 2 PATI,-6.7559000000000005,111.038
SMAN 1 SUMBER,SMAN 1 SUMBER,-6.76028,108.48306
SMKN KEHUTANAN KADIPATEN,SMKN KEHUTANAN KADIPATEN,-6.76083,108.16611
SMAS KRIDA NUSANTARA,SMAS KRIDA NUSANTARA,-6.7619,108.5432
SMA NEGERI 1 JAKENAN,SMA NEGERI 1 JAKENAN,-6.7620000000000005,111.1643
SMA NEGERI 1 WELAHAN,SMA NEGERI 1 WELAHAN,-6.8,110.71667
MAS NU BANAT KUDUS,MAS NU BANAT KUDUS,-6.8048,110.8405
SMAN 1 KUDUS,SMAN 1 KUDUS,-6.8048,110.8405
SMAN 1 JEKULO KUDUS,SMAN 1 JEKULO KUDUS,-6.8048,110.8405
SMAN 1 BAE KUDUS,SMAN 1 BAE KUDUS,-6.8048,110.8405
MAN 2 KUDUS,MAN 2 KUDUS,-6.8048,110.8405
SMKN 1 KUDUS,SMKN 1 KUDUS,-6.8048,110.8405
SMKS RADEN UMAR SAID KUDUS,SMKS RADEN UMAR SAID KUDUS,-6.8048,110.8405
SMAN 2 KUDUS,SMAN 2 KUDUS,-6.8048,110.8405
SMAN 14 BANDUNG,SMAN 14 BANDUNG,-6.8099684,107.5761271
SMA NURUL FIKRI BOARDING SCHOOL LEMBANG,SMA NURUL FIKRI BOARDING SCHOOL LEMBANG,-6.824140085023903,107.67451958650732
SMA ISLAM TERPADU NURUL FIKRI BOARDING SCHOOL,SMA ISLAM TERPADU NURUL FIKRI BOARDING SCHOOL,-6.824140085023903,107.67451958650732
SMAN 1 CIANJUR,SMAN 1 CIANJUR,-6.8247253,107.1316428
SMAN 23 BANDUNG,SMAN 23 BANDUNG,-6.8433593,107.4757658
SMAN 1 PADALARANG,SMAN 1 PADALARANG,-6.8433593,107.4757658
SMAN 1 SUMEDANG,SMAN 1 SUMEDANG,-6.8585287,107.9207529
SMA ISLAM AL - AZHAR 18 GRAND WISATA,SMA ISLAM AL - AZHAR 18 GRAND WISATA,-6.859650908567627,107.50026553876552
SMA AL AZHAR SYIFA BUDI PARAHYANGAN,SMA AL AZHAR SYIFA BUDI PARAHYANGAN,-6.859650908567627,107.50026553876552
SMA NEGERI JATIROGO,SMA NEGERI JATIROGO,-6.8689766,111.6549472
SMAN 3 TEGAL,SMAN 3 TEGAL,-6.8694,109.1402
SMAN 1 TEGAL,SMAN 1 TEGAL,-6.8694,109.1402
SMAN 4 TEGAL,SMAN 4 TEGAL,-6.8694,109.1402
SMA NEGERI 1 CIMAHI,SMA NEGERI 1 CIMAHI,-6.87222,107.5425
SMA NEGERI 5 CIMAHI,SMA NEGERI 5 CIMAHI,-6.87222,107.5425
SMA NEGERI 4 CIMAHI,SMA NEGERI 4 CIMAHI,-6.87222,107.5425
SMA NEGERI 3 CIMAHI,SMA NEGERI 3 CIMAHI,-6.87222,107.5425
SMAN 19 BANDUNG,SMAN 19 BANDUNG,-6.8739741,107.6160138
SMAN 1 BREBES,SMAN 1 BREBES,-6.8744,109.0455
SMAN 2 BREBES,SMAN 2 BREBES,-6.8744,109.0455
SMAN 15 BANDUNG,SMAN 15 BANDUNG,-6.8780569,107.5739639
SMA NEGERI 2 CIMAHI,SMA NEGERI 2 CIMAHI,-6.8823392,107.5341371
SMA Negeri 1 Pekalongan,SMA Negeri 1 Pekalongan,-6.8886,109.6753
SMA Negeri 4 Pekalongan,SMA Negeri 4 Pekalongan,-6.8886,109.6753
MAN INSAN CENDEKIA PEKALONGAN,MAN INSAN CENDEKIA PEKALONGAN,-6.8886,109.6753
MAN 1 KOTA PEKALONGAN,MAN 1 KOTA PEKALONGAN,-6.8886,109.6753
SMK Negeri 2 Pekalongan,SMK Negeri 2 Pekalongan,-6.8886,109.6753
SMA Negeri 3 Pekalongan,SMA Negeri 3 Pekalongan,-6.8886,109.6753
SMAN 2 BANDUNG,SMAN 2 BANDUNG,-6.8894284,107.6034547
SMAN 1 DEMAK,SMAN 1 DEMAK,-6.8909,110.6396
SMA NEGERI 1 WIRADESA,SMA NEGERI 1 WIRADESA,-6.8922,109.619
SMAN 1 BANDUNG,SMAN 1 BANDUNG,-6.8953494,107.6122284
SMA EDU GLOBAL,SMA EDU GLOBAL,-6.8968235,107.6132298
SMA PGII 1,SMA PGII 1,-6.8978456,107.6165745
SMAN 1 PEMALANG,SMAN 1 PEMALANG,-6.9,109.36667
SMAN 2 PEMALANG,SMAN 2 PEMALANG,-6.9,109.36667
SMAN 9 BANDUNG,SMAN 9 BANDUNG,-6.9012922,107.5860113
SMK NEGERI 1 CIMAHI,SMK NEGERI 1 CIMAHI,-6.9018847,107.5386743
SMAN 10 BANDUNG,SMAN 10 BANDUNG,-6.9023631,107.6427243
SMAN 13 BANDUNG,SMAN 13 BANDUNG,-6.9032981,107.5650203
SMAN 11 BANDUNG,SMAN 11 BANDUNG,-6.9032981,107.5650203
SMAN 7 BANDUNG,SMAN 7 BANDUNG,-6.9038900000000005,107.61861
SMAS BPI 1 BANDUNG,SMAS BPI 1 BANDUNG,-6.9038900000000005,107.61861
SMAN 18 BANDUNG,SMAN 18 BANDUNG,-6.9038900000000005,107.61861
SMAS TRINITAS BANDUNG,SMAS TRINITAS BANDUNG,-6.9038900000000005,107.61861
SMAS PLUS AL GHIFARI BANDUNG,SMAS PLUS AL GHIFARI BANDUNG,-6.9038900000000005,107.61861
SMAN 4 BANDUNG,SMAN 4 BANDUNG,-6.9038900000000005,107.61861
SMAS DARUL HIKAM BANDUNG,SMAS DARUL HIKAM BANDUNG,-6.9038900000000005,107.61861
SMAN 24 BANDUNG,SMAN 24 BANDUNG,-6.9038900000000005,107.61861
SMAN 17 BANDUNG,SMAN 17 BANDUNG,-6.9038900000000005,107.61861
SMAS BPK 1 PENABUR BANDUNG,SMAS BPK 1 PENABUR BANDUNG,-6.9038900000000005,107.61861
SMKN 3 BANDUNG,SMKN 3 BANDUNG,-6.9038900000000005,107.61861
SMKN 4 BANDUNG,SMKN 4 BANDUNG,-6.9038900000000005,107.61861
SMAS YAS BANDUNG,SMAS YAS BANDUNG,-6.9038900000000005,107.61861
SMAN 26 BANDUNG,SMAN 26 BANDUNG,-6.9038900000000005,107.61861
SMAN 25 BANDUNG,SMAN 25 BANDUNG,-6.9038900000000005,107.61861
SMAN 16 BANDUNG,SMAN 16 BANDUNG,-6.9038900000000005,107.61861
SMAS ST MARIA 1 BANDUNG,SMAS ST MARIA 1 BANDUNG,-6.9038900000000005,107.61861
SMAN 20 BANDUNG,SMAN 20 BANDUNG,-6.904465,107.6221266
SMAN 1 COMAL,SMAN 1 COMAL,-6.9053,109.5347
SMKN 2 BANDUNG,SMKN 2 BANDUNG,-6.9058933,107.6232502
SMA SANTA MARIA 3,SMA SANTA MARIA 3,-6.9079478,107.6513788
SMA SANTA MARIA 2,SMA SANTA MARIA 2,-6.9079478,107.6513788
SMAN 6 BANDUNG,SMAN 6 BANDUNG,-6.9114176,107.5978589
SMAN 5 BANDUNG,SMAN 5 BANDUNG,-6.9123835,107.6155418
SMAN 8 BANDUNG,SMAN 8 BANDUNG,-6.9126052,107.6150686
SMAN 3 BANDUNG,SMAN 3 BANDUNG,-6.9126052,107.6150686
SMA BPK PENABUR HOLIS,SMA BPK PENABUR HOLIS,-6.92389,107.57333
SMK NEGERI 1 SRAGI,SMK NEGERI 1 SRAGI,-6.926,109.5644
MAN 2 Kota Bandung,MAN 2 Kota Bandung,-6.9274262,107.7167262
SMKN 13 BANDUNG,SMKN 13 BANDUNG,-6.9382594,107.6567311
SMKN 7 BANDUNG,SMKN 7 BANDUNG,-6.9399242,107.6599514
SMAN 12 BANDUNG,SMAN 12 BANDUNG,-6.9414986,107.646285
SMAN 22 BANDUNG,SMAN 22 BANDUNG,-6.9418438,107.6306743
SMAN 1 CILEUNYI,SMAN 1 CILEUNYI,-6.9600129,107.765486
SMAS CAKRA BUANA,SMAS CAKRA BUANA,-6.9694400000000005,108.49194
SMKN 2 BLORA,SMKN 2 BLORA,-6.9698,111.4186
SMAN 1 BLORA,SMAN 1 BLORA,-6.9698,111.4186
SMA NEGERI 1 KEDUNGWUNI,SMA NEGERI 1 KEDUNGWUNI,-6.9703800000000005,109.64794
SMAN 1 MARGAHAYU,SMAN 1 MARGAHAYU,-6.97083,107.5675
SMA NEGERI 1 SUBAH,SMA NEGERI 1 SUBAH,-6.9711,109.8768
SMA NEGERI 2 KUNINGAN,SMA NEGERI 2 KUNINGAN,-6.9794466,108.4856878
SMAN 3 SLAWI,SMAN 3 SLAWI,-6.9816,109.1407
SMAN 1 SLAWI,SMAN 1 SLAWI,-6.9816,109.1407
SMKN 1 SLAWI,SMKN 1 SLAWI,-6.9816,109.1407
MAS PUTRI PUI TALAGA,MAS PUTRI PUI TALAGA,-6.9825,108.31083
SMAN 1 SINDANG,SMAN 1 SINDANG,-6.9848656,108.3188105
SMAN 1 MAJALENGKA,SMAN 1 MAJALENGKA,-6.9848656,108.3188105
SMA Islam Al Azhar 15,SMA Islam Al Azhar 15,-6.9867472,110.3818113
SMA ISLAM AL AZHAR 14,SMA ISLAM AL AZHAR 14,-6.9867472,110.3818113
SMAN 1 TUBAN,SMAN 1 TUBAN,-6.991445,112.1132279
SMAN 2 TUBAN,SMAN 2 TUBAN,-6.991445,112.1132279
SMKN JATENG DI SEMARANG,SMKN JATENG DI SEMARANG,-6.9932,110.4203
SMK NEGERI 7 SEMARANG,SMK NEGERI 7 SEMARANG,-6.9932,110.4203
SMAN 1 SIDAYU,SMAN 1 SIDAYU,-6.9993,112.5636
SMAN 1 BALEENDAH,SMAN 1 BALEENDAH,-7.0011478,107.62238
SMAN 1 NGAWEN,SMAN 1 NGAWEN,-7.0032,111.3129
SMKN 1 KATAPANG,SMKN 1 KATAPANG,-7.0089942,107.547562
SMAN 1 KENDAL,SMAN 1 KENDAL,-7.0256,110.1685
SMAN 2 MRANGGEN,SMAN 2 MRANGGEN,-7.0268,110.5158
SMAN 1 BANGKALAN,SMAN 1 BANGKALAN,-7.0301389,112.7586777
SMA NEGERI 1 KAJEN,SMA NEGERI 1 KAJEN,-7.0324,109.5773
SMAN 1 BALAPULANG,SMAN 1 BALAPULANG,-7.05,109.08333
SMAN 1 GLAGAH,SMAN 1 GLAGAH,-7.0516,112.4966
SMAN 1 GUBUG,SMAN 1 GUBUG,-7.0545,110.6661
SMKN 1 TUBAN,SMKN 1 TUBAN,-7.0546256,112.0349263
SMKN 1 BANDUNG,SMKN 1 BANDUNG,-7.0614565,107.7442657
SMAS KRISTEN PETRA 1,SMAS KRISTEN PETRA 1,-7.085,112.89583
SMAS KRISTEN PETRA 4,SMAS KRISTEN PETRA 4,-7.085,112.89583
SMAN 1 PURWODADI,SMAN 1 PURWODADI,-7.0868,110.9158
SMAN 1 RANDUDONGKAL,SMAN 1 RANDUDONGKAL,-7.0981,109.3243
SMAN 1 BAWANG,SMAN 1 BAWANG,-7.1039,109.9181
SMKN 1 BAWANG,SMKN 1 BAWANG,-7.1039,109.9181
SMAN 1 BOJA,SMAN 1 BOJA,-7.1051,110.2721
SMA NEGERI 2 LAMONGAN,SMA NEGERI 2 LAMONGAN,-7.1150134,112.4240598
SMAN 1 MANYAR,SMAN 1 MANYAR,-7.1186,112.6034
SMA NEGERI 1 UNGARAN,SMA NEGERI 1 UNGARAN,-7.13972,110.405
SMA NEGERI 2 UNGARAN,SMA NEGERI 2 UNGARAN,-7.13972,110.405
SMAN 2 CEPU,SMAN 2 CEPU,-7.1475,111.5906
SMAN 1 CEPU,SMAN 1 CEPU,-7.1475,111.5906
SMAN 1 SUMENEP,SMAN 1 SUMENEP,-7.1493,114.5632
SMAN 3 PAMEKASAN,SMAN 3 PAMEKASAN,-7.152586,113.4752023
SMAN 3,SMAN 3,-7.152586,113.4752023
SMAN 1 PADANGAN,SMAN 1 PADANGAN,-7.1536,111.6146
SMA MUHAMMADIYAH 10 GKB GRESIK,SMA MUHAMMADIYAH 10 GKB GRESIK,-7.15389,112.65611
SMAN 1 PAMEKASAN,SMAN 1 PAMEKASAN,-7.1568,113.4746
SMAN 4 BOJONEGORO,SMAN 4 BOJONEGORO,-7.1651541,111.8843809
SMAN 2 BOJONEGORO,SMAN 2 BOJONEGORO,-7.1651541,111.8843809
SMAN 1 KEBOMAS,SMAN 1 KEBOMAS,-7.16667,112.6333
SMAN 1 GRESIK,SMAN 1 GRESIK,-7.1687819,112.6534403
SMAN 1 SUMBERREJO,SMAN 1 SUMBERREJO,-7.1722291,112.0191052
SMA NEGERI 1 CANDIROTO,SMA NEGERI 1 CANDIROTO,-7.17444,110.06667
SMA NEGERI 1 BERGAS,SMA NEGERI 1 BERGAS,-7.17667,110.425
MAS PERSIS TAROGONG,MAS PERSIS TAROGONG,-7.1902,107.8874
SMAN 1 BOJONEGORO,SMAN 1 BOJONEGORO,-7.1947705,111.9442205
SMAN 1 RANDUBLATUNG,SMAN 1 RANDUBLATUNG,-7.2036,111.3864
SMAN 1 GARUT,SMAN 1 GARUT,-7.2052512,107.9026911
SMAS KRISTEN 1 SIDOMUKTI,SMAS KRISTEN 1 SIDOMUKTI,-7.20611,110.37694
SMAN 1 CERME,SMAN 1 CERME,-7.2263586,112.557112
SMAN 11 SURABAYA,SMAN 11 SURABAYA,-7.24917,112.75083
SMAN 6 SURABAYA,SMAN 6 SURABAYA,-7.24917,112.75083
SMAN 13 SURABAYA,SMAN 13 SURABAYA,-7.24917,112.75083
SMAS AL HIKMAH SURABAYA,SMAS AL HIKMAH SURABAYA,-7.24917,112.75083
SMAN 5 SURABAYA,SMAN 5 SURABAYA,-7.24917,112.75083
SMAS KRISTEN PETRA 2 SURABAYA,SMAS KRISTEN PETRA 2 SURABAYA,-7.24917,112.75083
SMAN 1 SURABAYA,SMAN 1 SURABAYA,-7.24917,112.75083
MAN KOTA SURABAYA,MAN KOTA SURABAYA,-7.24917,112.75083
SMAN 17 SURABAYA,SMAN 17 SURABAYA,-7.24917,112.75083
SMAN 8 SURABAYA,SMAN 8 SURABAYA,-7.24917,112.75083
SMAN 3 SURABAYA,SMAN 3 SURABAYA,-7.24917,112.75083
SMAS TRI MURTI SURABAYA,SMAS TRI MURTI SURABAYA,-7.24917,112.75083
SMKN 1 SURABAYA,SMKN 1 SURABAYA,-7.24917,112.75083
SMAN 14 SURABAYA,SMAN 14 SURABAYA,-7.24917,112.75083
SMAN 12 SURABAYA,SMAN 12 SURABAYA,-7.24917,112.75083
SMAN 20 SURABAYA,SMAN 20 SURABAYA,-7.24917,112.75083
SMAN 10 SURABAYA,SMAN 10 SURABAYA,-7.24917,112.75083
SMAN 21 SURABAYA,SMAN 21 SURABAYA,-7.24917,112.75083
MAS UNGGULAN AMANATUL UMMAH SURABAYA,MAS UNGGULAN AMANATUL UMMAH SURABAYA,-7.24917,112.75083
SMAN 18 SURABAYA,SMAN 18 SURABAYA,-7.24917,112.75083
SMAN 7 SURABAYA,SMAN 7 SURABAYA,-7.24917,112.75083
SMA NEGERI 1 BRINGIN,SMA NEGERI 1 BRINGIN,-7.2525,110.51917
SMAN 2 GENTENG,SMAN 2 GENTENG,-7.2568314,112.7489826
SMAN 2 SURABAYA,SMAN 2 SURABAYA,-7.2568314,112.7489826
SMAN 9 SURABAYA,SMAN 9 SURABAYA,-7.2572646,112.7501396
SMA NEGERI 1 DAYEUHLUHUR,SMA NEGERI 1 DAYEUHLUHUR,-7.2594,108.6108
SMA NEGERI 1 AMBARAWA,SMA NEGERI 1 AMBARAWA,-7.26333,110.3975
SMAN 4 SURABAYA,SMAN 4 SURABAYA,-7.2653888,112.755382
SMAN 4,SMAN 4,-7.2653888,112.755382
SMKN 5 SURABAYA,SMKN 5 SURABAYA,-7.2664518,112.7684153
SMAN 3 SUKABUMI,SMAN 3 SUKABUMI,-7.274192,106.6238348
SMAN 1 SUKABUMI,SMAN 1 SUKABUMI,-7.2744625,106.6242978
SMA SEDES SAPIENTIAE JAMBU,SMA SEDES SAPIENTIAE JAMBU,-7.27583,110.37
SMA KATOLIK ST LOUIS 2,SMA KATOLIK ST LOUIS 2,-7.2805842,112.7430997
SMA KATOLIK ST.LOUIS 1,SMA KATOLIK ST.LOUIS 1,-7.2805842,112.7430997
SMA NEGERI 1 PARAKAN,SMA NEGERI 1 PARAKAN,-7.28139,110.1
SMA NEGERI 1 MAJENANG,SMA NEGERI 1 MAJENANG,-7.2975,108.7642
SMAN 1 BOBOTSARI,SMAN 1 BOBOTSARI,-7.30417,109.36861
SMA ISLAM TERPADU AL USWAH,SMA ISLAM TERPADU AL USWAH,-7.3069092,112.7922473
SMAN 16 SURABAYA,SMAN 16 SURABAYA,-7.3092877,112.759557
SMA NEGERI 1 TEMANGGUNG,SMA NEGERI 1 TEMANGGUNG,-7.31917,110.19278
SMA NEGERI 2 TEMANGGUNG,SMA NEGERI 2 TEMANGGUNG,-7.31917,110.19278
SMK NEGERI 2 TEMANGGUNG,SMK NEGERI 2 TEMANGGUNG,-7.31917,110.19278
SMK NEGERI 1 TEMANGGUNG,SMK NEGERI 1 TEMANGGUNG,-7.31917,110.19278
SMAN 1 CIAMIS,SMAN 1 CIAMIS,-7.33053,108.3550961
MAN SALATIGA,MAN SALATIGA,-7.33194,110.49278
SMAN 3 SALATIGA,SMAN 3 SALATIGA,-7.33194,110.49278
SMAN 1 SALATIGA,SMAN 1 SALATIGA,-7.33194,110.49278
SMKN 2 SALATIGA,SMKN 2 SALATIGA,-7.33194,110.49278
SMAN 2 SALATIGA,SMAN 2 SALATIGA,-7.33194,110.49278
SMAN 22 SURABAYA,SMAN 22 SURABAYA,-7.3406546,112.7188438
SMAN 15 SURABAYA,SMAN 15 SURABAYA,-7.3406546,112.7188438
SMA KRISTEN TERANG BANGSA,SMA KRISTEN TERANG BANGSA,-7.34861,109.36889
SMAN 1 TAMAN,SMAN 1 TAMAN,-7.3522,112.699
SMAS ISLAM TERPADU SITUWANGI CIKAJANG,SMAS ISLAM TERPADU SITUWANGI CIKAJANG,-7.3578,107.8086
SMK NEGERI 1 WONOSOBO,SMK NEGERI 1 WONOSOBO,-7.36,109.9025
SMAS MUHAMMADIYAH WONOSOBO,SMAS MUHAMMADIYAH WONOSOBO,-7.36,109.9025
SMA NEGERI 2 WONOSOBO,SMA NEGERI 2 WONOSOBO,-7.36,109.9025
SMA NEGERI 1 WONOSOBO,SMA NEGERI 1 WONOSOBO,-7.36,109.9025
MAN 2 WONOSOBO,MAN 2 WONOSOBO,-7.36,109.9025
SMAN 1 WARU,SMAN 1 WARU,-7.36,112.72472
SMAS IT AL HIKMAH KARANGGEDE,SMAS IT AL HIKMAH KARANGGEDE,-7.36167,110.64083
SMAN 1 TANJUNGANOM,SMAN 1 TANJUNGANOM,-7.3648,112.6383
SMA NEGERI 1 SURUH,SMA NEGERI 1 SURUH,-7.36806,110.57056
SMAN 1 BUMIAYU,SMAN 1 BUMIAYU,-7.37278,110.4475
SMAN 2 PURBALINGGA,SMAN 2 PURBALINGGA,-7.38806,109.36389
SMAN 1 PURBALINGGA,SMAN 1 PURBALINGGA,-7.38806,109.36389
MAN PURBALINGGA,MAN PURBALINGGA,-7.38806,109.36389
SMKN 1 PURBALINGGA,SMKN 1 PURBALINGGA,-7.38806,109.36389
SMAN 1 KEJOBONG,SMAN 1 KEJOBONG,-7.39083,109.50861
SMAN 1 NGADIROJO,SMAN 1 NGADIROJO,-7.3915066,111.3583482
SMAN 1 WATES,SMAN 1 WATES,-7.3915066,111.3583482
SMA PEMBANGUNAN JAYA 2,SMA PEMBANGUNAN JAYA 2,-7.3921824,112.735061
SMAN 1 KEBUMEN,SMAN 1 KEBUMEN,-7.39333,109.52417
SMAN 2 KEBUMEN,SMAN 2 KEBUMEN,-7.39333,109.52417
SMKN 2 KEBUMEN,SMKN 2 KEBUMEN,-7.39333,109.52417
SMKN 1 KEBUMEN,SMKN 1 KEBUMEN,-7.39333,109.52417
MAN 2 KEBUMEN,MAN 2 KEBUMEN,-7.39333,109.52417
SMAN 1 BANJARNEGARA,SMAN 1 BANJARNEGARA,-7.39611,109.69611
SMAN 1 GEMOLONG,SMAN 1 GEMOLONG,-7.3975,110.83083
SMAN 1 NGANJUK,SMAN 1 NGANJUK,-7.4045615,111.8708319
SMAN 1 AJIBARANG,SMAN 1 AJIBARANG,-7.40944,109.08167
SMAN 1 KRIAN,SMAN 1 KRIAN,-7.4104,112.5792
SMA NEGERI 1 TENGARAN,SMA NEGERI 1 TENGARAN,-7.41861,110.52889
SMAN 2 PURWOKERTO,SMAN 2 PURWOKERTO,-7.42139,109.23444
SMKN 1 PURWOKERTO,SMKN 1 PURWOKERTO,-7.42139,109.23444
SMKS TELEKOMUNIKASI SANDHY PUTRA PURWOKERTO,SMKS TELEKOMUNIKASI SANDHY PUTRA PURWOKERTO,-7.42139,109.23444
SMKN 2 PURWOKERTO,SMKN 2 PURWOKERTO,-7.42139,109.23444
SMAN 1 PURWOKERTO,SMAN 1 PURWOKERTO,-7.42139,109.23444
SMAN 4 PURWOKERTO,SMAN 4 PURWOKERTO,-7.42139,109.23444
SMAN 5 PURWOKERTO,SMAN 5 PURWOKERTO,-7.42139,109.23444
SMAN 1 SRAGEN,SMAN 1 SRAGEN,-7.42639,111.02222
SMAN 2 SRAGEN,SMAN 2 SRAGEN,-7.42639,111.02222
SMA TRENSAINS MUHAMMADIYAH SRAGEN,SMA TRENSAINS MUHAMMADIYAH SRAGEN,-7.42639,111.02222
SMA NEGERI 1 DONOROJO,SMA NEGERI 1 DONOROJO,-7.43611,110.28722
SMKN 2 BUDURAN,SMKN 2 BUDURAN,-7.4368052,112.722922
MAN SIDOARJO,MAN SIDOARJO,-7.4371645,112.7235358
SMAN 1 WONOAYU,SMAN 1 WONOAYU,-7.4388,112.6274
SMAN 1 SIMO,SMAN 1 SIMO,-7.44028,110.67667
SMAN 4 SIDOARJO,SMAN 4 SIDOARJO,-7.446983,112.6852013
SMAN 1 SIDOARJO,SMAN 1 SIDOARJO,-7.446983,112.6852013
SMAN 2 SIDOARJO,SMAN 2 SIDOARJO,-7.4478,112.7183
SMAN 3 SIDOARJO,SMAN 3 SIDOARJO,-7.4478,112.7183
SMAS KATHOLIK UNTUNG SURAPATI SIDOARJO,SMAS KATHOLIK UNTUNG SURAPATI SIDOARJO,-7.4478,112.7183
SMAN 1 GEDEG,SMAN 1 GEDEG,-7.4527,112.3935
SMAN 1 SOKARAJA,SMAN 1 SOKARAJA,-7.45806,109.28806
SMKN 1 MAGELANG,SMKN 1 MAGELANG,-7.47056,110.21778
SMAN 4 MAGELANG,SMAN 4 MAGELANG,-7.47056,110.21778
SMAN 3 MAGELANG,SMAN 3 MAGELANG,-7.47056,110.21778
SMAN 1 MAGELANG,SMAN 1 MAGELANG,-7.47056,110.21778
MAN KOTA MAGELANG,MAN KOTA MAGELANG,-7.47056,110.21778
SMAN 2 MAGELANG,SMAN 2 MAGELANG,-7.47056,110.21778
SMAN 5 MAGELANG,SMAN 5 MAGELANG,-7.47056,110.21778
SMKN 2 MAGELANG,SMKN 2 MAGELANG,-7.47056,110.21778
SMAN 2 NGAWI,SMAN 2 NGAWI,-7.47444,111.33444
SMA NEGERI 1 SIDAREJA,SMA NEGERI 1 SIDAREJA,-7.4846,108.7923
SMKN 1 NGAWI,SMKN 1 NGAWI,-7.4919374,111.3114025
SMAN 1 SOOKO,SMAN 1 SOOKO,-7.4976199,112.4226012
SMA SYUBBANUL WATHON,SMA SYUBBANUL WATHON,-7.5,110.0
SMAS IT NURHIDAYAH,SMAS IT NURHIDAYAH,-7.5,110.0
SMA NEGERI 04,SMA NEGERI 04,-7.5,110.0
SMK NEGERI 02,SMK NEGERI 02,-7.5,110.0
SMA NEGERI 11,SMA NEGERI 11,-7.5,110.0
SMA AL-ABIDIN BILINGUAL BOARDING SCHOOL,SMA AL-ABIDIN BILINGUAL BOARDING SCHOOL,-7.5,110.0
SMA SCIENCE PLUS BAITUL QURAN BOARDING SCHOOL,SMA SCIENCE PLUS BAITUL QURAN BOARDING SCHOOL,-7.5,110.0
SMA NEGERI 07,SMA NEGERI 07,-7.5,110.0
SMA SEDES SAPIENTIAE,SMA SEDES SAPIENTIAE,-7.5,110.0
SMAS INSAN CENDIKIA AL-MUJTABA,SMAS INSAN CENDIKIA AL-MUJTABA,-7.5,110.0
SMA NEGERI 05,SMA NEGERI 05,-7.5,110.0
SMAS THERESIANA 1,SMAS THERESIANA 1,-7.5,110.0
MAS PPMI ASSALAAM,MAS PPMI ASSALAAM,-7.5,110.0
SMA NEGERI 15,SMA NEGERI 15,-7.5,110.0
Tahfizh Nurul Iman,Tahfizh Nurul Iman,-7.5,110.0
SMA NEGERI 08,SMA NEGERI 08,-7.5,110.0
SMAS AL IRSYAD AL ISLAMIYYAH,SMAS AL IRSYAD AL ISLAMIYYAH,-7.5,110.0
SMA ISLAM HIDAYATULLAH,SMA ISLAM HIDAYATULLAH,-7.5,110.0
SMAS TARUNA NUSANTARA,SMAS TARUNA NUSANTARA,-7.5,110.0
SMA NEGERI 10,SMA NEGERI 10,-7.5,110.0
SMA NEGERI 01,SMA NEGERI 01,-7.5,110.0
SMAS IT IBNU ABBAS,SMAS IT IBNU ABBAS,-7.5,110.0
SMA NEGERI 09,SMA NEGERI 09,-7.5,110.0
MAS AL IRSYAD,MAS AL IRSYAD,-7.5,110.0
SMA DON BOSKO,SMA DON BOSKO,-7.5,110.0
SMA NEGERI 13,SMA NEGERI 13,-7.5,110.0
SMA KRISTEN YSKI,SMA KRISTEN YSKI,-7.5,110.0
MAS AL HIKMAH 2,MAS AL HIKMAH 2,-7.5,110.0
SMA PRADITA DIRGANTARA,SMA PRADITA DIRGANTARA,-7.5,110.0
MAS MAAHID,MAS MAAHID,-7.5,110.0
SMA NEGERI 06,SMA NEGERI 06,-7.5,110.0
SMA NEGERI 03,SMA NEGERI 03,-7.5,110.0
SMA NEGERI 12,SMA NEGERI 12,-7.5,110.0
SMA SEMESTA,SMA SEMESTA,-7.5,110.0
SMA NEGERI 02,SMA NEGERI 02,-7.5,110.0
SMAS PANGUDI LUHUR VAN LITH,SMAS PANGUDI LUHUR VAN LITH,-7.5,110.0
SMA NEGERI 14,SMA NEGERI 14,-7.5,110.0
MAS TAHFIZHUL QUR`AN,MAS TAHFIZHUL QUR`AN,-7.5,110.0
SMA NEGERI 1 BANGSRI,SMA NEGERI 1 BANGSRI,-7.50333,110.11111
